time,Open,High,Low,Close,Volume,ema_15m,ema_30m,ema_60m,long_bias,short_bias,is_session_active,bullish_fvg,bearish_fvg,bullish_fvg_bottom,bullish_fvg_top,bearish_fvg_bottom,bearish_fvg_top,long_ifvg_confirm,short_ifvg_confirm
2026-04-01 00:35:00-04:00,23807.35,23812.25,23800.05,23805.85,1401,23788.68480156941,23772.828775815466,23777.159457900805,True,False,False,False,True,,,23812.25,23816.25,False,False
2026-04-01 00:40:00-04:00,23806.05,23810.25,23785.55,23794.45,1438,23788.68480156941,23772.828775815466,23777.159457900805,True,False,False,False,False,,,,,False,False
2026-04-01 00:45:00-04:00,23794.55,23797.35,23785.85,23787.85,1319,23788.65206425296,23772.828775815466,23777.159457900805,False,False,False,False,True,,,23797.35,23800.05,False,False
2026-04-01 00:50:00-04:00,23787.65,23802.25,23785.55,23801.35,1180,23788.65206425296,23772.828775815466,23777.159457900805,True,False,False,False,False,,,,,True,False
2026-04-01 00:55:00-04:00,23801.55,23802.75,23792.85,23795.75,1073,23788.65206425296,23772.828775815466,23777.159457900805,True,False,False,False,False,,,,,False,False
2026-04-01 01:00:00-04:00,23796.05,23813.85,23796.05,23809.15,1236,23789.45590487049,23774.253137548192,23778.41398896352,True,False,False,False,False,,,,,False,False
2026-04-01 01:05:00-04:00,23809.05,23812.05,23804.05,23806.15,1154,23789.45590487049,23774.253137548192,23778.41398896352,True,False,False,True,False,23802.75,23804.05,,,False,False
2026-04-01 01:10:00-04:00,23806.35,23809.55,23789.05,23793.25,1185,23789.45590487049,23774.253137548192,23778.41398896352,True,False,False,False,False,,,,,False,True
2026-04-01 01:15:00-04:00,23792.75,23799.65,23786.55,23798.05,1102,23789.792928208903,23774.253137548192,23778.41398896352,True,False,False,False,True,,,23799.65,23804.05,False,False
2026-04-01 01:20:00-04:00,23797.75,23797.75,23789.15,23793.85,948,23789.792928208903,23774.253137548192,23778.41398896352,True,False,False,False,False,,,,,False,False
2026-04-01 01:25:00-04:00,23793.65,23795.05,23783.75,23786.75,1111,23789.792928208903,23774.253137548192,23778.41398896352,False,False,False,False,False,,,,,False,False
2026-04-01 01:30:00-04:00,23786.75,23790.85,23777.45,23777.75,1167,23789.320656514436,23774.39026940905,23778.41398896352,False,False,False,False,False,,,,,False,False
2026-04-01 01:35:00-04:00,23777.95,23783.65,23774.75,23782.25,1048,23789.320656514436,23774.39026940905,23778.41398896352,False,False,False,False,True,,,23783.65,23783.75,False,False
2026-04-01 01:40:00-04:00,23781.85,23793.05,23780.05,23789.85,965,23789.320656514436,23774.39026940905,23778.41398896352,True,False,False,False,False,,,,,True,False
2026-04-01 01:45:00-04:00,23789.95,23801.05,23787.05,23788.15,1091,23789.27474841583,23774.39026940905,23778.41398896352,False,False,False,True,False,23783.65,23787.05,,,False,False
2026-04-01 01:50:00-04:00,23788.05,23795.35,23783.65,23794.45,892,23789.27474841583,23774.39026940905,23778.41398896352,True,False,False,False,False,,,,,False,False
2026-04-01 01:55:00-04:00,23794.55,23795.45,23783.25,23785.25,921,23789.27474841583,23774.39026940905,23778.41398896352,False,False,False,False,False,,,,,False,False
2026-04-01 02:00:00-04:00,23785.75,23796.25,23782.65,23789.85,947,23789.297307301487,23774.996533353795,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:05:00-04:00,23790.05,23805.75,23789.95,23801.75,1004,23789.297307301487,23774.996533353795,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:10:00-04:00,23801.85,23804.35,23797.65,23800.85,941,23789.297307301487,23774.996533353795,23778.862459984557,True,False,False,True,False,23796.25,23797.65,,,False,False
2026-04-01 02:15:00-04:00,23801.85,23802.65,23793.75,23794.85,892,23789.51505995633,23774.996533353795,23778.862459984557,True,False,False,False,False,,,,,False,True
2026-04-01 02:20:00-04:00,23795.15,23799.45,23786.95,23787.25,879,23789.51505995633,23774.996533353795,23778.862459984557,False,False,False,False,False,,,,,False,False
2026-04-01 02:25:00-04:00,23787.65,23795.55,23787.35,23793.85,808,23789.51505995633,23774.996533353795,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:30:00-04:00,23794.15,23803.85,23793.85,23799.95,1063,23789.924273291377,23775.975100673255,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:35:00-04:00,23800.05,23804.65,23795.15,23804.05,860,23789.924273291377,23775.975100673255,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:40:00-04:00,23803.95,23808.95,23798.85,23806.25,834,23789.924273291377,23775.975100673255,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:45:00-04:00,23806.05,23810.95,23795.65,23801.65,894,23790.384105711324,23775.975100673255,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:50:00-04:00,23801.75,23804.35,23797.35,23802.45,783,23790.384105711324,23775.975100673255,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 02:55:00-04:00,23801.85,23804.15,23798.15,23800.45,767,23790.384105711324,23775.975100673255,23778.862459984557,True,False,False,False,False,,,,,False,False
2026-04-01 03:00:00-04:00,23800.75,23810.55,23800.15,23804.35,813,23790.93178784029,23777.087841823322,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:05:00-04:00,23804.55,23808.25,23799.45,23807.65,683,23790.93178784029,23777.087841823322,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:10:00-04:00,23807.85,23807.95,23798.73,23801.05,700,23790.93178784029,23777.087841823322,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:15:00-04:00,23801.15,23810.05,23797.25,23806.15,783,23791.528580474005,23777.087841823322,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:20:00-04:00,23806.25,23825.25,23804.65,23822.55,869,23791.528580474005,23777.087841823322,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:25:00-04:00,23822.85,23826.15,23815.65,23825.65,804,23791.528580474005,23777.087841823322,23779.86197135771,True,False,False,True,False,23810.05,23815.65,,,False,False
2026-04-01 03:30:00-04:00,23825.75,23829.95,23820.75,23827.45,849,23792.93726359267,23779.062828418486,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:35:00-04:00,23827.35,23829.45,23817.35,23824.65,729,23792.93726359267,23779.062828418486,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:40:00-04:00,23824.55,23826.53,23822.03,23826.33,694,23792.93726359267,23779.062828418486,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:45:00-04:00,23826.53,23836.45,23820.33,23836.15,772,23794.631880706682,23779.062828418486,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 03:50:00-04:00,23835.95,23840.45,23832.85,23833.15,631,23794.631880706682,23779.062828418486,23779.86197135771,True,False,False,True,False,23826.53,23832.85,,,False,False
2026-04-01 03:55:00-04:00,23832.95,23833.95,23824.25,23830.95,878,23794.631880706682,23779.062828418486,23779.86197135771,True,False,False,False,False,,,,,False,False
2026-04-01 04:00:00-04:00,23831.25,23837.55,23825.65,23837.55,908,23796.31494420838,23781.356442990313,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:05:00-04:00,23837.65,23852.85,23834.75,23850.85,995,23796.31494420838,23781.356442990313,23782.124246990745,True,False,False,True,False,23833.95,23834.75,,,False,False
2026-04-01 04:10:00-04:00,23851.35,23863.05,23848.25,23861.65,953,23796.31494420838,23781.356442990313,23782.124246990745,True,False,False,True,False,23837.55,23848.25,,,False,False
2026-04-01 04:15:00-04:00,23861.55,23864.85,23854.65,23860.65,929,23798.83788757276,23781.356442990313,23782.124246990745,True,False,False,True,False,23852.85,23854.65,,,False,False
2026-04-01 04:20:00-04:00,23861.45,23874.05,23856.75,23872.15,977,23798.83788757276,23781.356442990313,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:25:00-04:00,23871.85,23891.25,23867.25,23870.45,1215,23798.83788757276,23781.356442990313,23782.124246990745,True,False,False,True,False,23864.85,23867.25,,,False,False
2026-04-01 04:30:00-04:00,23870.75,23883.25,23869.85,23876.85,1079,23801.89718609932,23785.101288363243,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:35:00-04:00,23876.05,23878.65,23848.55,23866.25,1130,23801.89718609932,23785.101288363243,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:40:00-04:00,23866.35,23871.85,23862.45,23871.65,1023,23801.89718609932,23785.101288363243,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:45:00-04:00,23871.75,23878.15,23859.95,23873.75,1023,23804.714943507188,23785.101288363243,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:50:00-04:00,23873.35,23880.75,23867.55,23868.25,1040,23804.714943507188,23785.101288363243,23782.124246990745,True,False,False,False,False,,,,,False,False
2026-04-01 04:55:00-04:00,23868.35,23870.85,23855.95,23858.95,1220,23804.714943507188,23785.101288363243,23782.124246990745,True,False,False,False,False,,,,,False,True
2026-04-01 05:00:00-04:00,23859.25,23879.75,23857.85,23859.55,1331,23806.865337879455,23788.02084568233,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:05:00-04:00,23859.45,23886.25,23857.35,23873.05,1360,23806.865337879455,23788.02084568233,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:10:00-04:00,23873.55,23899.35,23871.25,23897.95,1256,23806.865337879455,23788.02084568233,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:15:00-04:00,23897.75,23925.85,23893.95,23912.95,1526,23811.025520707713,23788.02084568233,23785.160551030323,True,False,False,True,False,23886.25,23893.95,,,False,False
2026-04-01 05:20:00-04:00,23913.25,23930.55,23909.75,23926.05,1395,23811.025520707713,23788.02084568233,23785.160551030323,True,False,False,True,False,23899.35,23909.75,,,False,False
2026-04-01 05:25:00-04:00,23925.95,23943.75,23920.75,23937.95,1492,23811.025520707713,23788.02084568233,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:30:00-04:00,23937.55,23978.25,23931.95,23971.85,1805,23817.332363032903,23795.229832126162,23785.160551030323,True,False,False,True,False,23930.55,23931.95,,,False,False
2026-04-01 05:35:00-04:00,23972.25,23985.45,23965.05,23971.75,1599,23817.332363032903,23795.229832126162,23785.160551030323,True,False,False,True,False,23943.75,23965.05,,,False,False
2026-04-01 05:40:00-04:00,23971.45,23986.45,23962.95,23985.95,1457,23817.332363032903,23795.229832126162,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:45:00-04:00,23985.85,23995.05,23973.25,23979.95,1492,23823.709525266906,23795.229832126162,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:50:00-04:00,23979.55,23990.95,23972.35,23987.45,1372,23823.709525266906,23795.229832126162,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 05:55:00-04:00,23986.95,23992.05,23982.25,23987.05,1301,23823.709525266906,23795.229832126162,23785.160551030323,True,False,False,False,False,,,,,False,False
2026-04-01 06:00:00-04:00,23987.35,23997.75,23970.95,23973.35,1808,23829.577779178006,23802.214936748664,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:05:00-04:00,23973.25,23983.25,23964.95,23979.95,1545,23829.577779178006,23802.214936748664,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:10:00-04:00,23980.45,23981.45,23959.55,23968.25,1456,23829.577779178006,23802.214936748664,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:15:00-04:00,23968.55,23969.45,23959.75,23961.45,1340,23834.749238818087,23802.214936748664,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:20:00-04:00,23961.55,23963.25,23949.75,23956.05,1323,23834.749238818087,23802.214936748664,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:25:00-04:00,23955.95,23967.75,23952.55,23965.35,1269,23834.749238818087,23802.214936748664,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:30:00-04:00,23965.25,23981.35,23961.45,23974.45,1284,23840.22770004091,23808.969252954597,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:35:00-04:00,23974.75,23997.45,23974.45,23984.45,1222,23840.22770004091,23808.969252954597,23792.54052942129,True,False,False,True,False,23967.75,23974.45,,,False,False
2026-04-01 06:40:00-04:00,23983.45,23987.75,23966.95,23986.05,1336,23840.22770004091,23808.969252954597,23792.54052942129,True,False,False,False,False,,,,,False,False
2026-04-01 06:45:00-04:00,23985.05,23987.55,23944.05,23945.35,1432,23844.350143176558,23808.969252954597,23792.54052942129,True,False,False,False,False,,,,,False,True
2026-04-01 06:50:00-04:00,23945.55,23948.45,23901.45,23914.95,1863,23844.350143176558,23808.969252954597,23792.54052942129,True,False,False,False,True,,,23948.45,23966.95,False,False
2026-04-01 06:55:00-04:00,23915.35,23921.85,23893.75,23896.35,1603,23844.350143176558,23808.969252954597,23792.54052942129,True,False,False,False,True,,,23921.85,23944.05,False,False
2026-04-01 07:00:00-04:00,23896.25,23912.85,23878.55,23902.25,1984,23846.620725797085,23812.62732146618,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 07:05:00-04:00,23902.35,23903.45,23869.05,23872.35,1817,23846.620725797085,23812.62732146618,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 07:10:00-04:00,23872.45,23875.85,23852.05,23867.25,1704,23846.620725797085,23812.62732146618,23796.84286160085,True,False,False,False,True,,,23875.85,23878.55,False,False
2026-04-01 07:15:00-04:00,23866.85,23891.75,23862.05,23888.75,1619,23848.2728541972,23812.62732146618,23796.84286160085,True,False,False,False,False,,,,,True,False
2026-04-01 07:20:00-04:00,23888.05,23905.95,23886.95,23904.25,1378,23848.2728541972,23812.62732146618,23796.84286160085,True,False,False,True,False,23875.85,23886.95,,,False,False
2026-04-01 07:25:00-04:00,23903.95,23924.95,23893.25,23899.45,1433,23848.2728541972,23812.62732146618,23796.84286160085,True,False,False,True,False,23891.75,23893.25,,,False,False
2026-04-01 07:30:00-04:00,23898.85,23915.85,23898.35,23911.75,1314,23850.762154032604,23816.514485330255,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 07:35:00-04:00,23911.55,23914.05,23895.55,23909.45,1266,23850.762154032604,23816.514485330255,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 07:40:00-04:00,23910.95,23915.75,23895.85,23910.25,1119,23850.762154032604,23816.514485330255,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 07:45:00-04:00,23909.75,23911.55,23895.05,23906.45,1157,23852.945991129367,23816.514485330255,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 07:50:00-04:00,23906.25,23920.25,23845.85,23891.25,1318,23852.945991129367,23816.514485330255,23796.84286160085,True,False,False,False,False,,,,,False,True
2026-04-01 07:55:00-04:00,23891.35,23905.75,23871.75,23889.35,1573,23852.945991129367,23816.514485330255,23796.84286160085,True,False,False,False,False,,,,,False,False
2026-04-01 08:00:00-04:00,23889.25,23901.25,23876.75,23881.45,1305,23854.063795398804,23819.06097610162,23800.160788596895,True,False,False,False,False,,,,,False,False
2026-04-01 08:05:00-04:00,23881.25,23888.05,23860.35,23863.85,1313,23854.063795398804,23819.06097610162,23800.160788596895,True,False,False,False,False,,,,,False,False
2026-04-01 08:10:00-04:00,23863.55,23865.95,23847.55,23855.85,1313,23854.063795398804,23819.06097610162,23800.160788596895,True,False,False,False,True,,,23865.95,23876.75,False,False
2026-04-01 08:15:00-04:00,23856.05,23861.75,23839.55,23844.75,1238,23853.69854852042,23819.06097610162,23800.160788596895,False,False,False,False,False,,,,,False,False
2026-04-01 08:20:00-04:00,23844.25,23849.25,23822.25,23833.95,1510,23853.69854852042,23819.06097610162,23800.160788596895,False,False,False,False,False,,,,,False,False
2026-04-01 08:25:00-04:00,23834.25,23851.25,23833.75,23847.85,1370,23853.69854852042,23819.06097610162,23800.160788596895,False,False,False,False,False,,,,,False,False
2026-04-01 08:30:00-04:00,23848.05,23863.75,23847.05,23858.25,1301,23853.87703681374,23820.597800568226,23800.160788596895,True,False,False,False,False,,,,,False,False
2026-04-01 08:35:00-04:00,23859.35,23873.55,23856.25,23863.95,1103,23853.87703681374,23820.597800568226,23800.160788596895,True,False,False,True,False,23851.25,23856.25,,,False,False
2026-04-01 08:40:00-04:00,23864.05,23870.45,23858.85,23868.45,1126,23853.87703681374,23820.597800568226,23800.160788596895,True,False,False,False,False,,,,,False,False
2026-04-01 08:45:00-04:00,23868.35,23893.75,23866.85,23893.75,1296,23855.44068242889,23820.597800568226,23800.160788596895,True,False,False,False,False,,,,,True,False
2026-04-01 08:50:00-04:00,23893.55,23903.45,23887.85,23891.55,1088,23855.44068242889,23820.597800568226,23800.160788596895,True,False,False,True,False,23870.45,23887.85,,,False,False
2026-04-01 08:55:00-04:00,23892.35,23908.35,23873.85,23887.35,1475,23855.44068242889,23820.597800568226,23800.160788596895,True,False,False,False,False,,,,,False,False
2026-04-01 09:00:00-04:00,23887.55,23905.35,23876.45,23880.55,1229,23856.42536154933,23822.94886721261,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:05:00-04:00,23880.75,23889.85,23873.05,23873.75,1112,23856.42536154933,23822.94886721261,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:10:00-04:00,23873.85,23897.75,23868.85,23889.25,1152,23856.42536154933,23822.94886721261,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:15:00-04:00,23889.05,23899.25,23884.75,23890.95,954,23857.779268939554,23822.94886721261,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:20:00-04:00,23891.35,23904.45,23889.55,23892.45,1078,23857.779268939554,23822.94886721261,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:25:00-04:00,23892.35,23893.05,23875.95,23885.35,993,23857.779268939554,23822.94886721261,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:30:00-04:00,23885.05,23901.85,23881.85,23883.75,964,23858.797728981142,23825.333225361137,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:35:00-04:00,23882.95,23903.55,23882.25,23900.55,969,23858.797728981142,23825.333225361137,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:40:00-04:00,23900.45,23911.45,23900.35,23907.75,1076,23858.797728981142,23825.333225361137,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 09:45:00-04:00,23907.95,23949.25,23907.55,23949.25,1454,23862.344876864237,23825.333225361137,23803.313306691132,True,False,True,True,False,23903.55,23907.55,,,False,False
2026-04-01 09:50:00-04:00,23949.85,23957.85,23938.75,23947.05,1305,23862.344876864237,23825.333225361137,23803.313306691132,True,False,True,True,False,23911.45,23938.75,,,False,False
2026-04-01 09:55:00-04:00,23946.85,23955.75,23928.55,23945.75,1356,23862.344876864237,23825.333225361137,23803.313306691132,True,False,True,False,False,,,,,False,False
2026-04-01 10:00:00-04:00,23945.55,23966.75,23941.35,23963.95,1436,23866.329391497013,23830.76917730776,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:05:00-04:00,23962.25,23968.55,23956.55,23963.55,1128,23866.329391497013,23830.76917730776,23809.61278486011,True,False,True,True,False,23955.75,23956.55,,,False,False
2026-04-01 10:10:00-04:00,23963.75,23976.35,23958.25,23973.55,1093,23866.329391497013,23830.76917730776,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:15:00-04:00,23974.75,23980.05,23961.55,23975.75,1292,23870.62039575203,23830.76917730776,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:20:00-04:00,23975.45,23977.25,23960.55,23971.35,1107,23870.62039575203,23830.76917730776,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:25:00-04:00,23970.95,23982.05,23966.55,23969.25,1140,23870.62039575203,23830.76917730776,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:30:00-04:00,23968.95,23981.45,23964.75,23979.95,1283,23874.907831212735,23836.619405648635,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:35:00-04:00,23980.05,24002.25,23979.45,23999.55,1334,23874.907831212735,23836.619405648635,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:40:00-04:00,23999.45,24005.35,23985.55,23996.45,1317,23874.907831212735,23836.619405648635,23809.61278486011,True,False,True,True,False,23981.45,23985.55,,,False,False
2026-04-01 10:45:00-04:00,23996.55,24002.75,23988.75,24000.55,1164,23879.834975086746,23836.619405648635,23809.61278486011,True,False,True,False,False,,,,,False,False
2026-04-01 10:50:00-04:00,24000.45,24019.25,23997.55,24006.85,1220,23879.834975086746,23836.619405648635,23809.61278486011,True,False,True,False,False,,,,,False,False
